"Input","Match type","Approved symbol","Approved name","HGNC ID","Location"
"LOC100129637","Unmatched","","","",""
"LOC100188949","Unmatched","","","",""
"C10orf93","Previous symbol","CFAP46","cilia and flagella associated protein 46","HGNC:25247","10q26.3"
"C7orf43","Previous symbol","TRAPPC14","trafficking protein particle complex subunit 14","HGNC:25604","7q22.1"
"C6orf204","Previous symbol","CEP85L","centrosomal protein 85 like","HGNC:21638","6q22.31"
"TMEM22","Previous symbol","SLC35G2","solute carrier family 35 member G2","HGNC:28480","3q22.3"
"FAM179A","Previous symbol","TOGARAM2","TOG array regulator of axonemal microtubules 2","HGNC:33715","2p23.2"
"PRAMEF21","Previous symbol","PRAMEF20","PRAME family member 20","HGNC:25224","1p36.21"
"SIP1","Previous symbol","GEMIN2","gem nuclear organelle associated protein 2","HGNC:10884","14q21.1"
"SIP1","Alias symbol","SCAF11","SR-related CTD associated factor 11","HGNC:10784","12q12"
"SIP1","Alias symbol","ZEB2","zinc finger E-box binding homeobox 2","HGNC:14881","2q22.3"
"ST7OT3","Previous symbol","ST7-OT3","ST7 overlapping transcript 3","HGNC:16045","7q31.3"
"LOC100128071","Unmatched","","","",""
"LOC100130557","Unmatched","","","",""
"LOC100128640","Unmatched","","","",""
"MKL2","Previous symbol","MRTFB","myocardin related transcription factor B","HGNC:29819","16p13.12"
"C3orf55","Previous symbol","SLC66A1L","solute carrier family 66 member 1 like","HGNC:25146","3q25.32"
"C11orf17","Previous symbol","AKIP1","A-kinase interacting protein 1","HGNC:1170","11p15.4"
"MARCH4","Previous symbol","MARCHF4","membrane associated ring-CH-type finger 4","HGNC:29269","2q35"
"CIRH1A","Previous symbol","UTP4","UTP4 small subunit processome component","HGNC:1983","16q22.1"
"LOC100128842","Unmatched","","","",""
"C3orf72","Previous symbol","FOXL2NB","FOXL2 neighbor","HGNC:34428","3q22.3"
"FAM160A1","Previous symbol","FHIP1A","FHF complex subunit HOOK interacting protein 1A","HGNC:34237","4q31.3"
"C2orf90","Entry withdrawn","C2orf90","","HGNC:37251",""
"C6orf186","Previous symbol","METTL24","methyltransferase like 24","HGNC:21566","6q21"
"PHB","Previous symbol","PHB1","prohibitin 1","HGNC:8912","17q21.33"
"UQCR","Previous symbol","UQCR11","ubiquinol-cytochrome c reductase, complex III subunit XI","HGNC:30862","19p13.3"
"SFRS1","Previous symbol","SRSF1","serine and arginine rich splicing factor 1","HGNC:10780","17q22"
"FAM150B","Previous symbol","ALKAL2","ALK and LTK ligand 2","HGNC:27683","2p25.3"
"DHDPSL","Previous symbol","HOGA1","4-hydroxy-2-oxoglutarate aldolase 1","HGNC:25155","10q24.2"
"LOC285375","Unmatched","","","",""
"FAM90A5","Previous symbol","FAM90A5P","family with sequence similarity 90 member A5, pseudogene","HGNC:32253","8p23.1"
"C3orf19","Previous symbol","CCDC174","coiled-coil domain containing 174","HGNC:28033","3p25.1"
"OSTBETA","Alias symbol","SLC51B","solute carrier family 51 subunit beta","HGNC:29956","15q22.31"
"OR2W5","Previous symbol","OR2W5P","olfactory receptor family 2 subfamily W member 5 pseudogene","HGNC:15424","1q44"
"MIR453","Previous symbol","MIR323B","microRNA 323b","HGNC:38349","14q32.31"
"EFTUD1","Previous symbol","EFL1","elongation factor like GTPase 1","HGNC:25789","15q25.2"
"PTPLAD1","Previous symbol","HACD3","3-hydroxyacyl-CoA dehydratase 3","HGNC:24175","15q22.31"
"C19orf45","Previous symbol","TEX45","testis expressed 45","HGNC:24745","19p13.2"
"LOC349114","Unmatched","","","",""
"DFNA5","Previous symbol","GSDME","gasdermin E","HGNC:2810","7p15.3"
"C10orf91","Previous symbol","LINC02870","long intergenic non-protein coding RNA 2870","HGNC:27275","10q26.3"
"C8orf46","Previous symbol","VXN","vexin","HGNC:28498","8q13.1"
"P704P","Alias symbol","POTEM","POTE ankyrin domain family member M","HGNC:37096","14q11.2"
"FAM115A","Previous symbol","TCAF1","TRPM8 channel associated factor 1","HGNC:22201","7q35"
"ANKRD20A2","Previous symbol","ANKRD20A2P","ankyrin repeat domain 20 family member A2, pseudogene","HGNC:31979","9p11.2"
"ANKRD20A3","Previous symbol","ANKRD20A3P","ankyrin repeat domain 20 family member A3, pseudogene","HGNC:31981","9q21.11"
"SNORA43","Previous symbol","SNORA17B","small nucleolar RNA, H/ACA box 17B","HGNC:32636","9q34.3"
"FLJ10357","Alias symbol","ARHGEF40","Rho guanine nucleotide exchange factor 40","HGNC:25516","14q11.2"
"EFCAB4B","Previous symbol","CRACR2A","calcium release activated channel regulator 2A","HGNC:28657","12p13.32"
"OBFC2B","Previous symbol","NABP2","nucleic acid binding protein 2","HGNC:28412","12q13.3"
"C4orf44","Previous symbol","MSANTD1","Myb/SANT DNA binding domain containing 1","HGNC:33741","4p16.3"
"DKFZP434L187","Alias symbol","LINC02249","long intergenic non-protein coding RNA 2249","HGNC:32351","15q13.2"
"LOC730811","Unmatched","","","",""
"C1orf203","Previous symbol","ATP1A1-AS1","ATP1A1 antisense RNA 1","HGNC:28262","1p13.1"
"CCDC151","Previous symbol","ODAD3","outer dynein arm docking complex subunit 3","HGNC:28303","19p13.2"
"PP14571","Unmatched","","","",""
"C2orf58","Previous symbol","CYP1B1-AS1","CYP1B1 antisense RNA 1","HGNC:28543","2p22.2"
"PAR4","Alias symbol","PWAR4","Prader Willi/Angelman region RNA 4","HGNC:29998","15q11.2"
"PAR4","Alias symbol","PAWR","pro-apoptotic WT1 regulator","HGNC:8614","12q21.2"
"PAR4","Alias symbol","F2RL3","F2R like thrombin or trypsin receptor 3","HGNC:3540","19p13.11"
"FAM58B","Previous symbol","CCNQP1","CCNQ pseudogene 1","HGNC:27373","1q32.1"
"GPR64","Previous symbol","ADGRG2","adhesion G protein-coupled receptor G2","HGNC:4516","Xp22.13"
"LOC285548","Unmatched","","","",""
"C13orf30","Previous symbol","FAM216B","family with sequence similarity 216 member B","HGNC:26883","13q14.11"
"LOC146880","Alias symbol","ARHGAP27P1","Rho GTPase activating protein 27 pseudogene 1","HGNC:28630","17q24.1"
"KBTBD5","Previous symbol","KLHL40","kelch like family member 40","HGNC:30372","3p22.1"
"C2orf60","Previous symbol","TYW5","tRNA-yW synthesizing protein 5","HGNC:26754","2q33.1"
"C2orf47","Previous symbol","MAIP1","matrix AAA peptidase interacting protein 1","HGNC:26198","2q33.1"
"C10orf81","Previous symbol","PLEKHS1","pleckstrin homology domain containing S1","HGNC:26285","10q25.3"
"SNAR-E","Approved symbol","SNAR-E","small NF90 (ILF3) associated RNA E","HGNC:34325","19q13.32"
"C4orf21","Previous symbol","ZGRF1","zinc finger GRF-type containing 1","HGNC:25654","4q25"
"KIAA1683","Previous symbol","IQCN","IQ motif containing N","HGNC:29350","19p13.11"
"FAM155B","Previous symbol","NALF2","NALCN channel auxiliary factor 2","HGNC:30701","Xq13.1"
"MOSC1","Previous symbol","MTARC1","mitochondrial amidoxime reducing component 1","HGNC:26189","1q41"
"ZADH2","Previous symbol","PTGR3","prostaglandin reductase 3","HGNC:28697","18q22.3"
"RAB39","Previous symbol","RAB39A","RAB39A, member RAS oncogene family","HGNC:16521","11q22.3"
"RAB39","Alias symbol","RAB34","RAB34, member RAS oncogene family","HGNC:16519","17q11.2"
"KIAA1751","Previous symbol","CFAP74","cilia and flagella associated protein 74","HGNC:29368","1p36.33"
"LASS4","Previous symbol","CERS4","ceramide synthase 4","HGNC:23747","19p13.2"
"HTR7P","Previous symbol","HTR7P1","5-hydroxytryptamine receptor 7 pseudogene 1","HGNC:30411","12p13.1"
"LOC728613","Unmatched","","","",""
"TMEM180","Previous symbol","MFSD13A","major facilitator superfamily domain containing 13A","HGNC:26196","10q24.32"
"MCART1","Previous symbol","SLC25A51","solute carrier family 25 member 51","HGNC:23323","9p13.2-p13.1"
"NCRNA00092","Previous symbol","LINC00092","long intergenic non-protein coding RNA 92","HGNC:31408","9q22.32"
"FAM190A","Previous symbol","CCSER1","coiled-coil serine rich protein 1","HGNC:29349","4q22.1"
"APOA1BP","Previous symbol","NAXE","NAD(P)HX epimerase","HGNC:18453","1q22"
"ATP5B","Previous symbol","ATP5F1B","ATP synthase F1 subunit beta","HGNC:830","12q13.3"
"SNORD59B","Approved symbol","SNORD59B","small nucleolar RNA, C/D box 59B","HGNC:32723","12q13.3"
"HBXIP","Previous symbol","LAMTOR5","late endosomal/lysosomal adaptor, MAPK and MTOR activator 5","HGNC:17955","1p13.3"
"CYR61","Previous symbol","CCN1","cellular communication network factor 1","HGNC:2654","1p22.3"
"BRUNOL5","Previous symbol","CELF5","CUGBP Elav-like family member 5","HGNC:14058","19p13.3"
"LOC728606","Unmatched","","","",""
"NCRNA00087","Previous symbol","SMIM10L2B","small integral membrane protein 10 like 2B","HGNC:34500","Xq26.3"
"HBII-52-28","Alias symbol","SNORD115-28","small nucleolar RNA, C/D box 115-28","HGNC:33047","15q11.2"
"C11orf60","Previous symbol","IFT46","intraflagellar transport 46","HGNC:26146","11q23.3"
"ZNF285A","Previous symbol","ZNF285","zinc finger protein 285","HGNC:13079","19q13.31"
"C20orf72","Previous symbol","MGME1","mitochondrial genome maintenance exonuclease 1","HGNC:16205","20p11.23"
"LOC26102","Unmatched","","","",""
"C18orf62","Previous symbol","SMIM21","small integral membrane protein 21","HGNC:27598","18q23"
"NAP1L6","Previous symbol","NAP1L6P","nucleosome assembly protein 1 like 6, pseudogene","HGNC:31706","Xq13.2"
"LOC652276","Unmatched","","","",""
"NUDT16P","Previous symbol","NUDT16L2P","nudix hydrolase 16 like 2, pseudogene","HGNC:27189","3q22.1"
"APOB48R","Alias symbol","APOBR","apolipoprotein B receptor","HGNC:24087","16p12.1"
"ZNF389","Previous symbol","ZKSCAN8P1","ZKSCAN8 pseudogene 1","HGNC:18777","6p22.1"
"MLL5","Previous symbol","KMT2E","lysine methyltransferase 2E (inactive)","HGNC:18541","7q22.3"
"C8orf22","Previous symbol","PPDPFL","pancreatic progenitor cell differentiation and proliferation factor like","HGNC:31745","8q11.21"
"LOC284100","Alias symbol","YWHAEP7","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon pseudogene 7","HGNC:49437","17q12"
"FAM73B","Previous symbol","MIGA2","mitoguardin 2","HGNC:23621","9q34.11"
"SFRS5","Previous symbol","SRSF5","serine and arginine rich splicing factor 5","HGNC:10787","14q24"
"C5orf20","Previous symbol","DCANP1","dendritic cell associated nuclear protein 1","HGNC:24459","5q31.1"
"FLJ13197","Alias symbol","KLF3-AS1","KLF3 antisense RNA 1","HGNC:25796","4p14"
"C1orf144","Previous symbol","SZRD1","SUZ RNA binding domain containing 1","HGNC:30232","1p36.13"
"GPR124","Previous symbol","ADGRA2","adhesion G protein-coupled receptor A2","HGNC:17849","8p11.23"
"CCDC23","Previous symbol","SVBP","small vasohibin binding protein","HGNC:29204","1p34.2"
"LOC100134259","Unmatched","","","",""
"HNRPLL","Previous symbol","HNRNPLL","heterogeneous nuclear ribonucleoprotein L like","HGNC:25127","2p22.1"
"C9orf117","Previous symbol","CFAP157","cilia and flagella associated protein 157","HGNC:27843","9q34.11"
"C9orf173","Previous symbol","STPG3","sperm-tail PG-rich repeat containing 3","HGNC:37285","9q34.3"
"FLJ40125","Alias symbol","PPM1N","protein phosphatase, Mg2+/Mn2+ dependent 1N (putative)","HGNC:26845","19q13.32"
"TAAR3","Previous symbol","TAAR3P","trace amine associated receptor 3, pseudogene","HGNC:4513","6q23.2"
"C20orf194","Previous symbol","DNAAF9","dynein axonemal assembly factor 9","HGNC:17721","20p13"
"LOC100233209","Unmatched","","","",""
"DKFZp761E198","Alias symbol","AP5B1","adaptor related protein complex 5 subunit beta 1","HGNC:25104","11q13.1"
"LOC650226","Unmatched","","","",""
"SBDSP","Previous symbol","SBDSP1","SBDS pseudogene 1","HGNC:21646","7q11.23"
"MIR1280","Entry withdrawn","MIR1280","","HGNC:35368",""
"ZNF322A","Previous symbol","ZNF322","zinc finger protein 322","HGNC:23640","6p22.2"
"BAT2L2","Previous symbol","PRRC2C","proline rich coiled-coil 2C","HGNC:24903","1q24.3"
"C17orf104","Previous symbol","MEIOC","meiosis specific with coiled-coil domain","HGNC:26670","17q21.31"
"LOC440173","Unmatched","","","",""
"FAM38B","Previous symbol","PIEZO2","piezo type mechanosensitive ion channel component 2","HGNC:26270","18p11.22-p11.21"
"SCGBL","Previous symbol","SCGB2B2","secretoglobin family 2B member 2","HGNC:27616","19q13.12"
"C20orf199","Previous symbol","ZFAS1","ZNFX1 antisense RNA 1","HGNC:33101","20q13.13"
"TAZ","Previous symbol","TAFAZZIN","tafazzin, phospholipid-lysophospholipid transacylase","HGNC:11577","Xq28"
"TAZ","Alias symbol","WWTR1","WW domain containing transcription regulator 1","HGNC:24042","3q25.1"
"LOC285740","Unmatched","","","",""
"MGC87042","Unmatched","","","",""
"C9orf171","Previous symbol","CFAP77","cilia and flagella associated protein 77","HGNC:33776","9q34.13"
"DKFZp686A1627","Alias symbol","PHF2P1","PHD finger protein 2 pseudogene 1","HGNC:30241","13q11"
"ACPT","Previous symbol","ACP4","acid phosphatase 4","HGNC:14376","19q13.33"
"TRYX3","Alias symbol","PRSS58","serine protease 58","HGNC:39125","7q34"
"C9orf89","Previous symbol","CARD19","caspase recruitment domain family member 19","HGNC:28148","9q22.31"
"FAM101B","Previous symbol","RFLNB","refilin B","HGNC:28705","17p13.3"
"MGC70857","Alias symbol","C8orf82","chromosome 8 open reading frame 82","HGNC:33826","8q24.3"
"KIAA1688","Alias symbol","ARHGAP39","Rho GTPase activating protein 39","HGNC:29351","8q24.3"
"CSNK2A1P","Previous symbol","CSNK2A3","casein kinase 2 alpha 3","HGNC:2458","11p15.4"
"C19orf57","Previous symbol","BRME1","break repair meiotic recombinase recruitment factor 1","HGNC:28153","19p13.12"
"LOC100128675","Unmatched","","","",""
"NCRNA00167","Previous symbol","PRDM10-DT","PRDM10 divergent transcript","HGNC:30468","11q24.3"
"C5orf4","Previous symbol","FAXDC2","fatty acid hydroxylase domain containing 2","HGNC:1334","5q33.2"
"GPR177","Previous symbol","WLS","Wnt ligand secretion mediator","HGNC:30238","1p31.3"
"SF3B14","Unmatched","","","",""
"HEXDC","Previous symbol","HEXD","hexosaminidase D","HGNC:26307","17q25.3"
"SFRS2B","Previous symbol","SRSF8","serine and arginine rich splicing factor 8","HGNC:16988","11q21"
"CXorf57","Previous symbol","RADX","RPA1 related single stranded DNA binding protein, X-linked","HGNC:25486","Xq22.3"
"LOC100128542","Unmatched","","","",""
"SUNC1","Previous symbol","SUN3","Sad1 and UNC84 domain containing 3","HGNC:22429","7p12.3"
"LOC728855","Unmatched","","","",""
"MGC23284","Alias symbol","SNAI3-AS1","SNAI3 antisense RNA 1","HGNC:28327","16q24.2"
"C6orf124","Previous symbol","AFDN-DT","AFDN divergent transcript","HGNC:21236","6q27"
"LOC100129066","Unmatched","","","",""
"C1orf173","Previous symbol","ERICH3","glutamate rich 3","HGNC:25346","1p31.1"
"C13orf15","Previous symbol","RGCC","regulator of cell cycle","HGNC:20369","13q14.11"
"SMCR7","Previous symbol","MIEF2","mitochondrial elongation factor 2","HGNC:17920","17p11.2"
"C8orf12","Previous symbol","FAM167A-AS1","FAM167A antisense RNA 1","HGNC:15548","8p23.1"
"LOC647979","Unmatched","","","",""
"LOC729020","Unmatched","","","",""
"C3orf74","Previous symbol","LINC00696","long intergenic non-protein coding RNA 696","HGNC:34426","3p21.1"
"H2BFM","Previous symbol","H2BW2","H2B.W histone 2","HGNC:27867","Xq22.2"
"C22orf33","Previous symbol","TEX33","testis expressed 33","HGNC:28568","22q12.3"
"SPINLW1","Previous symbol","EPPIN","epididymal peptidase inhibitor","HGNC:15932","20q13.12"
"LOC92659","Unmatched","","","",""
"LOC100130933","Unmatched","","","",""
"LOR","Alias symbol","LOXL2","lysyl oxidase like 2","HGNC:6666","8p21.3"
"LOR","Previous symbol","LORICRIN","loricrin cornified envelope precursor protein","HGNC:6663","1q21.3"
"FAM100A","Previous symbol","UBALD1","UBA like domain containing 1","HGNC:29576","16p13.3"
"FAM128B","Previous symbol","MZT2B","mitotic spindle organizing protein 2B","HGNC:25886","2q21.1"
"KIAA1274","Previous symbol","PALD1","phosphatase domain containing paladin 1","HGNC:23530","10q22.1"
"KIAA0748","Previous symbol","TESPA1","thymocyte expressed, positive selection associated 1","HGNC:29109","12q13.2"
"LOC93622","Unmatched","","","",""
"KLRAQ1","Previous symbol","PPP1R21","protein phosphatase 1 regulatory subunit 21","HGNC:30595","2p16.3"
"C6orf127","Previous symbol","CLPSL1","colipase like 1","HGNC:21251","6p21.31"
"ARMC4","Previous symbol","ODAD2","outer dynein arm docking complex subunit 2","HGNC:25583","10p12.1"
"C8orf47","Previous symbol","ERICH5","glutamate rich 5","HGNC:26823","8q22.2"
"CCDC79","Previous symbol","TERB1","telomere repeat binding bouquet formation protein 1","HGNC:26675","16q22.1"
"PMS2L2","Previous symbol","PMS2P2","PMS1 homolog 2, mismatch repair system component pseudogene 2","HGNC:9127","7q11.23"
"FLJ13224","Unmatched","","","",""
"GOLGA9P","Previous symbol","GOLGA8IP","golgin A8 family member I, pseudogene","HGNC:26660","15q11.2"
"C17orf105","Previous symbol","CFAP97D1","CFAP97 domain containing 1","HGNC:37241","17q21.31"
"C10orf25","Previous symbol","ZNF22-AS1","ZNF22 antisense RNA 1","HGNC:23509","10q11.21"
"C11orf75","Previous symbol","SMCO4","single-pass membrane protein with coiled-coil domains 4","HGNC:24810","11q21"
"LOC283050","Unmatched","","","",""
"LOC374491","Unmatched","","","",""
"LPHN2","Previous symbol","ADGRL2","adhesion G protein-coupled receptor L2","HGNC:18582","1p31.1"
"C10orf28","Previous symbol","R3HCC1L","R3H domain and coiled-coil containing 1 like","HGNC:23512","10q24.2"
"LOC730755","Unmatched","","","",""
"TMEM55A","Previous symbol","PIP4P2","phosphatidylinositol-4,5-bisphosphate 4-phosphatase 2","HGNC:25452","8q21.3"
"CROCCL2","Previous symbol","CROCCP3","CROCC pseudogene 3","HGNC:29405","1p36.13"
"SEPT6","Previous symbol","SEPTIN6","septin 6","HGNC:15848","Xq24"
"LOC100133669","Alias symbol","LY6E-DT","LY6E divergent transcript","HGNC:53728","8q24.3"
"CDKN2BAS","Previous symbol","CDKN2B-AS1","CDKN2B antisense RNA 1","HGNC:34341","9p21.3"
"FCGR1B","Previous symbol","FCGR1BP","Fc gamma receptor Ib, pseudogene","HGNC:3614","1p11.2"
"C17orf73","Previous symbol","ANKRD40CL","ANKRD40 C-terminal like","HGNC:26080","17q21.33"
"C7orf65","Previous symbol","LINC02902","long intergenic non-protein coding RNA 2902","HGNC:34432","7p12.3"
"C11orf83","Previous symbol","UQCC3","ubiquinol-cytochrome c reductase complex assembly factor 3","HGNC:34399","11q12.3"
"C11orf48","Previous symbol","LBHD1","LBH domain containing 1","HGNC:28351","11q12.3"
"C11orf48","Previous symbol","C11orf98","chromosome 11 open reading frame 98","HGNC:51238","11q12.3"
"PHF15","Previous symbol","JADE2","jade family PHD finger 2","HGNC:22984","5q31.1"
"LOC727677","Unmatched","","","",""
"C17orf51","Previous symbol","LINC02693","long intergenic non-protein coding RNA 2693","HGNC:27904","17p11.2"
"NFKBIL2","Previous symbol","TONSL","tonsoku like, DNA repair protein","HGNC:7801","8q24.3"
"FYB","Previous symbol","FYB1","FYN binding protein 1","HGNC:4036","5p13.1"
"MGC13005","Unmatched","","","",""
"SLC22A20","Previous symbol","SLC22A20P","solute carrier family 22 member 20, pseudogene","HGNC:29867","11q13.1"
"CLRN1OS","Previous symbol","CLRN1-AS1","CLRN1 antisense RNA 1","HGNC:30895","3q25.1"
